vehicle_id,model,chemistry,capacity_kwh,cycle_number,odometer_km,avg_temperature_c,max_temperature_c,fast_charge_ratio,depth_of_discharge,c_rate,internal_resistance_mohm,cell_voltage_variance,cumulative_kwh_throughput,state_of_health,remaining_useful_life_cycles,is_anomaly
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,68,2678,30.25,38.09,0.494,0.679,1.24,1.476,0.0109,9140.0,97.83,872,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,69,3001,30.65,35.65,0.327,0.727,0.99,1.477,0.0089,9924.4,97.8,873,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,70,2742,34.32,47.53,0.408,0.702,1.11,1.878,0.0099,9723.4,97.77,872,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,71,2916,23.46,29.21,0.252,0.739,0.87,1.479,0.008,10381.8,97.74,873,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,72,2928,29.16,35.14,0.313,0.677,0.97,1.48,0.0088,9646.7,97.72,875,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,73,3097,33.41,38.04,0.41,0.675,1.11,1.481,0.01,9752.1,97.69,875,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,74,3038,36.75,49.45,0.367,0.679,1.05,1.882,0.0095,9952.9,97.66,872,1
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,75,2972,29.5,33.94,0.35,0.666,1.02,1.483,0.0093,9884.1,97.63,874,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,76,3116,32.22,45.88,0.391,0.693,1.08,1.884,0.0098,10432.3,97.6,875,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,77,3336,36.17,47.28,0.451,0.686,1.17,1.885,0.0105,10458.6,97.57,872,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,78,3000,30.73,38.49,0.344,0.688,1.01,1.486,0.0092,10615.6,97.54,873,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,79,3443,28.02,35.58,0.409,0.718,1.11,1.487,0.01,11227.9,97.51,873,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,80,3335,29.97,35.17,0.36,0.684,1.04,1.488,0.0095,10839.4,97.49,874,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,81,3151,28.66,37.47,0.319,0.746,0.97,1.489,0.009,11960.4,97.46,874,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,82,3501,34.58,39.67,0.304,0.695,0.95,1.49,0.0088,11288.9,97.43,874,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,83,3465,30.06,37.27,0.286,0.748,0.92,1.491,0.0086,12283.4,97.4,874,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,84,3334,33.18,37.51,0.394,0.706,1.09,1.492,0.0099,11744.7,97.37,874,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,85,3294,32.52,37.91,0.383,0.707,1.07,1.493,0.0098,11892.8,97.34,874,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,86,3731,33.62,38.67,0.447,0.715,1.17,1.494,0.0106,12163.7,97.31,873,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,87,3365,28.45,38.34,0.386,0.77,1.07,1.495,0.0099,13255.1,97.28,872,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,88,3724,27.96,34.55,0.462,0.706,1.19,1.496,0.0108,12304.1,97.25,871,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,89,3873,30.86,44.42,0.42,0.698,1.13,1.497,0.0103,12291.5,97.22,871,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,90,3502,31.98,38.71,0.338,0.736,1.0,1.498,0.0093,13118.3,97.19,872,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,91,3538,32.33,43.52,0.414,0.699,1.12,1.499,0.0102,12598.0,97.17,872,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,92,3967,30.32,43.09,0.318,0.699,0.97,1.5,0.0091,12738.1,97.14,872,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,93,3824,25.49,33.3,0.375,0.744,1.06,1.501,0.0098,13703.8,97.11,872,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,94,3647,34.25,46.6,0.253,0.725,0.87,1.902,0.0083,13494.2,97.08,872,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,95,3839,33.68,45.49,0.433,0.686,1.14,1.903,0.0105,12905.6,97.05,871,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,96,4153,32.9,42.94,0.306,0.695,0.95,1.504,0.009,13207.0,97.02,871,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,97,4096,29.14,39.83,0.282,0.672,0.92,1.505,0.0087,12896.8,97.0,873,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,98,3776,30.85,41.7,0.324,0.675,0.98,1.506,0.0092,13087.8,96.98,874,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,99,3927,27.3,34.32,0.444,0.679,1.16,1.507,0.0107,13314.1,96.95,874,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,100,4147,27.57,40.85,0.363,0.675,1.04,1.508,0.0097,13352.7,96.92,875,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,101,3928,30.08,34.52,0.388,0.726,1.08,1.509,0.01,14523.0,96.9,874,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,102,4115,42.39,49.83,0.376,0.72,1.06,1.911,0.0099,14533.9,96.84,865,1
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,103,4051,26.76,31.15,0.411,0.671,1.11,1.512,0.0104,13686.4,96.81,866,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,104,4469,33.32,46.12,0.314,0.735,0.97,1.913,0.0092,15131.2,96.78,865,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,105,4409,30.41,42.86,0.332,0.742,0.99,1.514,0.0094,15416.3,96.75,865,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,106,4602,34.67,47.23,0.355,0.719,1.03,1.915,0.0097,15093.1,96.72,864,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,107,4146,23.8,34.34,0.33,0.73,0.99,1.516,0.0094,15471.3,96.69,864,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,108,4593,29.56,36.42,0.375,0.716,1.06,1.517,0.01,15299.5,96.67,864,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,109,4705,31.32,41.37,0.282,0.708,0.92,1.518,0.0089,15285.2,96.64,864,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,110,4396,28.99,40.62,0.363,0.64,1.04,1.518,0.0099,13942.8,96.62,865,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,111,4633,30.23,35.66,0.426,0.692,1.13,1.519,0.0107,15202.8,96.59,865,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,112,4514,34.19,40.69,0.424,0.671,1.13,1.52,0.0106,14873.5,96.56,864,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,113,4483,27.59,35.68,0.433,0.67,1.14,1.521,0.0108,14978.1,96.53,865,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,114,4705,23.83,35.25,0.365,0.719,1.04,1.522,0.01,16233.2,96.51,864,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,115,4620,34.35,43.82,0.339,0.682,1.0,1.523,0.0097,15518.8,96.48,864,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,116,4716,35.62,41.27,0.461,0.726,1.19,1.525,0.0111,16674.2,96.44,861,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,117,4871,34.05,41.94,0.22,0.723,0.83,1.526,0.0083,16736.7,96.41,861,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,118,4952,33.26,38.56,0.376,0.707,1.06,1.527,0.0101,16516.6,96.38,860,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,119,4544,32.71,43.47,0.345,0.684,1.01,1.528,0.0098,16111.5,96.36,860,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,120,4903,32.84,41.66,0.406,0.709,1.1,1.529,0.0105,16850.7,96.33,860,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,121,4943,29.47,38.77,0.394,0.647,1.09,1.529,0.0104,15494.5,96.3,860,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,122,4996,36.45,46.97,0.399,0.735,1.09,1.931,0.0105,17753.6,96.26,857,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,123,5267,37.23,47.84,0.423,0.687,1.13,1.932,0.0108,16733.1,96.22,854,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,124,5412,33.92,40.83,0.409,0.662,1.11,1.533,0.0106,16252.0,96.2,853,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,125,5092,29.62,42.04,0.267,0.729,0.9,1.534,0.0089,18049.3,96.17,854,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,126,5398,34.86,42.6,0.492,0.686,1.23,1.535,0.0116,17105.8,96.14,852,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,127,5356,30.33,39.95,0.379,0.714,1.06,1.536,0.0103,17939.4,96.11,851,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,128,5505,31.33,44.31,0.446,0.683,1.16,1.537,0.0111,17310.8,96.08,851,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,129,5456,31.35,44.06,0.404,0.726,1.1,1.538,0.0106,18532.7,96.05,851,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,130,5416,33.69,46.35,0.394,0.66,1.09,1.939,0.0105,16972.8,96.02,850,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,131,5067,32.34,41.03,0.426,0.711,1.13,1.54,0.0109,18430.6,96.0,850,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,132,5066,33.88,47.02,0.299,0.682,0.94,1.941,0.0094,17827.5,95.97,850,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,133,5388,32.37,37.16,0.383,0.686,1.07,1.542,0.0104,18072.6,95.94,850,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,134,5332,34.76,40.16,0.337,0.649,1.0,1.543,0.0099,17225.7,95.91,849,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,135,5169,30.79,39.3,0.376,0.679,1.06,1.544,0.0104,18150.8,95.89,850,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,136,5176,33.87,38.83,0.408,0.713,1.11,1.545,0.0108,19201.0,95.86,848,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,137,5549,31.48,36.52,0.374,0.709,1.06,1.546,0.0104,19231.0,95.83,848,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,138,5642,26.53,33.09,0.412,0.714,1.11,1.547,0.0108,19517.9,95.8,848,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,139,5665,31.43,38.74,0.364,0.671,1.04,1.548,0.0103,18473.8,95.78,848,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,140,5968,30.7,35.86,0.469,0.695,1.2,1.549,0.0115,19248.2,95.75,847,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,141,5667,34.17,45.85,0.369,0.7,1.05,1.95,0.0104,19524.2,95.72,846,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,142,5705,33.38,41.86,0.278,0.699,0.91,1.551,0.0093,19643.0,95.69,846,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,143,5768,27.0,36.7,0.329,0.731,0.99,1.552,0.0099,20705.1,95.66,846,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,144,5665,32.09,44.05,0.335,0.704,1.0,1.553,0.01,20073.0,95.64,846,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,145,6116,35.05,43.55,0.384,0.703,1.07,1.554,0.0106,20172.5,95.61,844,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,146,6006,35.67,49.25,0.434,0.666,1.15,1.955,0.0112,19253.4,95.57,843,1
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,147,6338,30.0,40.89,0.324,0.686,0.98,1.556,0.0099,19974.3,95.55,843,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,148,6488,32.29,44.22,0.338,0.709,1.0,1.557,0.0101,20775.9,95.52,843,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,149,6340,31.2,53.64,0.391,0.701,1.08,1.959,0.0357,20683.6,95.45,834,1
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,150,6540,29.1,42.63,0.408,0.772,1.11,1.56,0.011,22919.5,95.42,833,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,151,6226,35.97,49.52,0.348,0.713,1.02,1.961,0.0103,21310.8,95.39,831,1
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,152,6192,28.06,38.44,0.405,0.696,1.1,1.562,0.0109,20936.5,95.36,830,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,153,6350,33.36,46.71,0.371,0.688,1.05,1.963,0.0106,20850.5,95.33,830,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,154,6451,31.64,38.32,0.376,0.69,1.06,1.564,0.0106,21028.4,95.31,830,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,155,6635,31.7,42.46,0.397,0.714,1.09,1.565,0.0109,21899.1,95.28,829,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,156,6097,31.32,38.33,0.351,0.723,1.02,1.566,0.0104,22337.0,95.25,829,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,157,6113,30.75,37.76,0.32,0.669,0.98,1.567,0.01,20795.6,95.23,829,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,158,6578,32.87,41.83,0.349,0.683,1.02,1.568,0.0103,21349.9,95.2,829,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,159,6085,36.1,45.17,0.318,0.719,0.97,1.969,0.01,22642.4,95.17,827,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,160,6487,31.16,44.57,0.335,0.693,1.0,1.57,0.0102,21933.4,95.14,828,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,161,6424,27.4,32.07,0.347,0.766,1.02,1.571,0.0104,24418.2,95.11,827,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,162,6810,30.07,34.43,0.385,0.652,1.07,1.572,0.0108,20905.2,95.09,827,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,163,6264,33.62,46.99,0.38,0.68,1.07,1.973,0.0108,21929.4,95.06,826,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,164,6796,32.02,45.1,0.373,0.684,1.05,1.974,0.0107,22192.9,95.03,826,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,165,6381,29.72,40.33,0.394,0.619,1.09,1.575,0.011,20233.9,95.01,827,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,166,6375,32.51,40.88,0.365,0.699,1.04,1.576,0.0106,22954.9,94.99,827,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,167,6534,29.52,35.43,0.386,0.701,1.07,1.576,0.0109,23188.2,94.96,826,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,168,6546,33.8,47.32,0.314,0.656,0.97,1.977,0.01,21815.6,94.93,826,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,169,6848,33.92,46.49,0.353,0.732,1.02,1.978,0.0105,24495.4,94.9,825,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,170,6615,34.97,45.24,0.342,0.763,1.01,1.98,0.0104,25683.1,94.87,823,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,171,6660,35.51,45.03,0.32,0.688,0.97,1.981,0.0102,23289.2,94.84,822,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,172,6657,35.84,47.04,0.368,0.763,1.05,1.982,0.0108,25993.4,94.8,819,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,173,7103,28.37,37.17,0.439,0.719,1.15,1.583,0.0116,24631.8,94.77,819,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,174,7647,26.42,39.57,0.339,0.681,1.0,1.584,0.0104,23453.8,94.74,819,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,175,6985,32.01,43.49,0.312,0.7,0.96,1.585,0.0101,24264.6,94.72,819,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,176,7292,27.58,41.55,0.421,0.716,1.13,1.586,0.0114,24928.9,94.69,818,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,177,6769,33.69,47.3,0.338,0.737,1.0,1.987,0.0105,25808.6,94.66,817,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,178,7426,31.0,36.22,0.351,0.711,1.02,1.588,0.0106,25054.9,94.63,816,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,179,7398,33.79,46.2,0.329,0.728,0.99,1.989,0.0104,25801.0,94.6,816,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,180,7577,37.53,51.46,0.45,0.702,1.17,1.99,0.0118,24995.9,94.56,812,1
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,181,7824,30.49,40.55,0.406,0.722,1.1,1.591,0.0113,25860.8,94.53,812,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,182,7042,28.07,33.73,0.343,0.672,1.01,1.592,0.0106,24226.8,94.51,812,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,183,7939,31.66,36.41,0.317,0.677,0.97,1.593,0.0103,24509.5,94.48,812,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,184,7936,29.65,41.38,0.392,0.755,1.08,1.594,0.0112,27510.6,94.45,811,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,185,7662,32.26,38.24,0.342,0.7,1.01,1.595,0.0106,25624.8,94.43,811,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,186,7341,30.9,39.69,0.426,0.663,1.13,1.596,0.0116,24396.8,94.4,811,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,187,7631,28.66,34.78,0.35,0.721,1.02,1.597,0.0107,26677.5,94.38,810,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,188,7720,27.85,40.78,0.417,0.658,1.12,1.598,0.0116,24501.0,94.35,810,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,189,7247,37.91,48.77,0.51,0.677,1.26,1.999,0.0127,25335.4,94.31,807,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,190,8129,37.0,50.55,0.327,0.697,0.99,2.0,0.0105,26196.0,94.27,805,1
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,191,7272,29.18,43.08,0.282,0.685,0.92,1.601,0.01,25886.8,94.25,805,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,192,8244,29.98,38.42,0.341,0.7,1.01,1.602,0.0107,26621.4,94.22,805,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,193,8061,35.42,43.24,0.345,0.712,1.01,1.603,0.0107,27191.4,94.19,803,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,194,8476,31.38,40.99,0.29,0.712,0.93,1.604,0.0101,27347.0,94.16,803,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,195,7645,31.86,44.79,0.344,0.699,1.01,1.605,0.0108,26993.2,94.14,803,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,196,7628,32.46,36.76,0.318,0.721,0.97,1.606,0.0105,27963.2,94.11,802,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,197,8171,35.89,46.46,0.39,0.708,1.08,2.007,0.0114,27627.6,94.08,800,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,198,7912,30.69,42.79,0.385,0.736,1.07,1.608,0.0113,28858.9,94.05,800,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,199,8436,31.86,43.14,0.466,0.689,1.19,1.609,0.0123,27152.9,94.02,799,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,200,7843,32.25,43.07,0.34,0.726,1.01,1.61,0.0108,28761.6,93.99,798,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,201,8337,31.06,43.29,0.314,0.76,0.97,1.611,0.0105,30226.6,93.97,798,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,202,8832,35.7,42.17,0.441,0.677,1.16,1.612,0.012,27054.1,93.93,796,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,203,8541,34.17,46.09,0.422,0.698,1.13,2.014,0.0118,28059.9,93.9,795,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,204,7770,35.3,44.97,0.377,0.71,1.06,1.615,0.0113,28660.3,93.87,793,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,205,8356,35.48,46.13,0.43,0.7,1.14,2.016,0.0119,28413.0,93.83,792,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,206,9044,33.13,42.35,0.415,0.698,1.12,1.617,0.0118,28453.0,93.8,791,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,207,8719,31.81,39.04,0.378,0.717,1.06,1.618,0.0113,29382.0,93.78,790,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,208,8811,28.34,33.68,0.32,0.705,0.98,1.619,0.0107,29038.5,93.75,790,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,209,9108,26.35,39.52,0.4,0.704,1.1,1.62,0.0116,29126.7,93.72,789,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,210,8337,32.09,37.81,0.361,0.759,1.04,1.621,0.0112,31549.8,93.69,788,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,211,8577,35.34,44.81,0.408,0.704,1.11,1.622,0.0117,29412.7,93.66,787,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,212,8830,28.62,37.73,0.314,0.7,0.97,1.623,0.0106,29372.5,93.63,787,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,213,9024,33.6,43.87,0.38,0.691,1.07,1.624,0.0114,29132.0,93.61,786,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,214,8785,29.57,39.12,0.356,0.713,1.03,1.625,0.0112,30201.9,93.58,785,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,215,9195,30.05,37.07,0.404,0.709,1.1,1.626,0.0117,30170.2,93.55,785,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,216,8825,30.23,34.87,0.365,0.701,1.04,1.627,0.0113,29993.8,93.53,784,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,217,8716,35.48,49.34,0.437,0.667,1.15,2.028,0.0122,28648.1,93.49,783,1
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,218,8857,32.89,42.45,0.351,0.699,1.02,1.629,0.0112,30180.7,93.47,782,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,219,9243,30.16,37.67,0.372,0.632,1.05,1.629,0.0114,27395.9,93.44,783,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,220,8472,31.78,39.88,0.428,0.699,1.14,1.63,0.0121,30444.4,93.42,782,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,221,9397,26.76,34.42,0.39,0.74,1.08,1.631,0.0117,32362.3,93.39,781,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,222,9660,32.82,40.36,0.4,0.711,1.09,1.632,0.0118,31256.4,93.36,780,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,223,8493,41.76,50.37,0.412,0.766,1.11,2.035,0.012,33818.7,93.3,775,1
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,224,9614,28.89,37.41,0.374,0.687,1.06,1.635,0.0115,30472.4,93.27,774,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,225,8774,32.74,41.15,0.379,0.706,1.06,1.636,0.0116,31432.7,93.24,774,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,226,9877,32.34,41.66,0.386,0.701,1.07,1.637,0.0117,31367.2,93.22,773,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,227,9830,31.79,42.89,0.404,0.688,1.1,1.638,0.0119,30906.0,93.19,773,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,228,8983,29.81,37.79,0.389,0.669,1.08,1.639,0.0117,30180.9,93.17,772,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,229,9543,29.81,35.75,0.388,0.682,1.08,1.64,0.0117,30935.8,93.14,772,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,230,9200,33.25,43.25,0.344,0.702,1.01,1.641,0.0112,31947.1,93.11,771,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,231,9684,34.63,48.41,0.363,0.664,1.04,2.042,0.0115,30351.5,93.08,771,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,232,9502,37.57,47.86,0.356,0.694,1.03,2.043,0.0114,31865.4,93.05,768,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,233,9240,25.82,35.72,0.356,0.698,1.03,1.644,0.0114,32170.6,93.02,768,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,234,8948,34.99,48.2,0.41,0.635,1.11,2.045,0.0121,29435.4,92.99,767,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,235,9190,39.92,52.33,0.429,0.713,1.14,2.047,0.0123,33155.4,92.94,763,1
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,236,9311,34.2,47.67,0.35,0.711,1.02,2.048,0.0114,33210.6,92.91,762,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,237,9970,34.79,41.21,0.419,0.693,1.12,1.649,0.0122,32515.7,92.88,761,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,238,9633,31.2,38.96,0.373,0.681,1.05,1.65,0.0117,32084.4,92.86,761,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,239,9301,35.02,44.92,0.399,0.714,1.09,1.651,0.012,33790.7,92.82,759,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,240,10365,28.9,40.85,0.354,0.638,1.03,1.652,0.0115,30310.9,92.8,759,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,241,9985,36.32,49.21,0.449,0.662,1.17,2.053,0.0126,31558.2,92.76,758,1
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,242,10268,32.49,38.44,0.375,0.749,1.06,1.654,0.0118,35884.4,92.73,757,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,243,10678,33.04,40.01,0.373,0.69,1.05,1.655,0.0118,33167.4,92.71,756,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,244,9295,31.02,35.08,0.423,0.702,1.13,1.656,0.0124,33891.0,92.68,756,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,245,10557,32.02,43.94,0.4,0.717,1.1,1.657,0.0121,34761.2,92.65,755,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,246,10771,37.02,48.47,0.437,0.656,1.15,2.058,0.0126,31944.4,92.62,753,0
EV-130,Volvo EX90 Twin Motor,NMC 811,107.0,247,9695,36.84,48.81,0.325,0.752,0.98,2.06,0.0112,36786.8,92.58,751,0
